assists,boosts,headshotKills,heals,kills,longestKill,matchDuration,matchType,revives,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPlacePerc
0,0,0,0,0,0.0,1378,squad,0,0,0,21.25,2,0.3333
0,1,1,2,1,30.38,1967,solo-fpp,0,0,0,1285.0,7,0.6596
0,0,0,0,0,0.0,1298,squad-fpp,2,0,0,927.1,5,0.4444
0,7,0,10,2,36.84,1971,duo-fpp,0,0,0,1510.0,7,0.8043
0,0,0,0,0,0.0,1776,squad-fpp,0,0,0,44.41,3,0.0769
0,0,0,0,0,0.0,1823,squad-fpp,0,0,0,2155.0,5,0.92
1,0,0,0,0,0.0,1303,squad-fpp,0,0,0,2169.0,5,0.7931
0,2,2,0,4,17.16,1430,solo,0,0,0,636.3,7,0.7065
0,3,0,1,0,0.0,1335,duo-fpp,0,0,0,2042.0,5,0.9348
1,0,2,8,3,81.3,1197,normal-squad-fpp,0,0,0,4494.0,9,0.4
0,0,0,0,1,68.76,1884,duo,0,0,0,3072.0,7,0.7708
0,0,0,0,0,0.0,1773,duo-fpp,0,0,0,7.48,0,0.3125
0,1,0,0,0,0.0,1926,squad,0,0,0,937.7,4,0.5926
0,0,0,1,0,0.0,1832,duo-fpp,0,0,0,1481.0,7,0.5652
0,1,0,5,0,0.0,1909,solo-fpp,0,0,0,3084.0,6,0.828
0,1,0,6,2,32.63,1396,solo-fpp,0,0,0,1081.0,3,0.5957
0,1,0,1,1,31.92,1811,duo,0,0,0,1387.0,3,0.3111
0,0,0,0,0,0.0,1333,squad-fpp,0,0,0,125.0,1,0.1724
0,0,0,0,0,0.0,1912,solo,0,0,0,109.7,1,0.0421
0,2,0,0,2,117.1,1794,squad-fpp,0,0,0,2650.0,9,0.9333
0,7,3,11,7,95.29,1778,squad-fpp,0,0,0,2562.0,6,0.9643
0,0,0,0,0,0.0,1292,squad-fpp,0,0,0,1832.0,3,0.7241
0,2,0,0,0,0.0,1292,duo-fpp,0,0,0,1921.0,2,0.7021
0,0,0,0,1,10.36,1797,squad-fpp,0,0,0,283.3,4,0.36
0,1,0,2,0,0.0,1876,squad-fpp,0,0,0,3109.0,4,0.75
0,0,1,1,3,246.5,1891,duo-fpp,1,0,0,2476.0,6,0.9167
0,7,1,11,3,40.3,1777,duo-fpp,0,0,0,1449.0,6,0.7234
0,0,0,0,0,0.0,1497,duo,0,0,0,1359.0,7,0.5319
1,1,0,0,1,292.3,1306,squad-fpp,0,0,0,2452.0,4,0.8148
0,2,0,2,4,56.18,1301,squad-fpp,1,0,0,2161.0,5,0.7407
0,1,0,1,2,5.964,1176,squad-fpp,0,0,0,565.3,3,0.7143
0,2,0,1,1,5.554,1825,solo-fpp,0,0,0,1875.0,8,0.8438
0,0,0,1,3,34.13,1441,solo-fpp,0,0,0,157.4,5,0.5217
0,0,0,0,0,0.0,1324,squad-fpp,0,0,0,24.29,1,0.0
0,0,0,0,0,0.0,1947,squad,0,0,0,1673.0,11,0.6154
0,2,0,1,0,0.0,1696,squad-fpp,0,0,0,2233.0,8,0.9286
0,2,0,1,1,22.63,1396,squad-fpp,0,0,0,2235.0,4,0.8125
0,3,0,4,0,0.0,1772,squad-fpp,0,0,0,3667.0,7,0.7931
0,0,0,0,0,0.0,1294,squad-fpp,0,0,0,118.2,2,0.1111
0,1,0,0,0,0.0,1764,squad-fpp,0,0,0,178.7,3,0.2069
0,0,0,0,0,0.0,1358,solo-fpp,0,0,0,917.2,6,0.617
0,1,1,1,2,26.99,1376,squad,2,0,0,1690.0,3,0.8889
0,0,0,0,0,0.0,1404,squad-fpp,0,0,0,96.49,1,0.1212
2,1,1,0,1,5.283,1975,duo,1,0,0,1250.0,3,0.4286
0,5,2,5,3,19.56,1389,squad-fpp,0,0,0,3585.0,5,0.963
0,1,0,1,2,27.47,1430,solo-fpp,0,0,0,240.6,2,0.3804
0,2,1,5,1,12.57,2179,solo,0,0,0,674.6,5,0.4086
0,0,0,0,1,1.014,1975,duo-fpp,0,0,0,7.217,1,0.0208
0,0,0,0,0,0.0,1443,duo-fpp,0,0,0,142.8,1,0.1042
2,6,1,8,6,153.7,1439,duo-fpp,3,0,0,2613.0,8,0.9574
1,5,0,3,2,164.1,1268,squad-fpp,2,0,0,3057.0,5,0.9259
0,0,1,0,1,1.123,1844,solo,0,0,0,214.4,2,0.2442
0,6,1,5,2,27.83,1432,squad-fpp,0,0,0,2891.0,5,0.8276
0,0,0,0,0,0.0,1895,duo-fpp,0,0,0,17.89,0,0.0
0,0,1,0,2,21.96,1204,duo-fpp,0,0,0,279.1,1,0.2727
0,2,0,2,0,0.0,1275,squad-fpp,1,0,0,2901.0,6,0.96
1,0,0,2,0,0.0,1343,squad-fpp,0,0,0,2583.0,5,0.9231
1,6,0,0,1,5.525,1372,solo-fpp,0,0,0,2688.0,5,0.7912
0,0,0,0,1,7.331,1387,solo-fpp,0,0,0,138.3,3,0.2784
1,0,0,0,0,0.0,1338,squad-fpp,0,0,0,2494.0,6,0.72
0,1,0,1,0,0.0,1889,squad,0,0,0,828.0,4,0.2
1,0,0,0,0,0.0,1372,squad,0,0,0,271.6,4,0.2308
0,0,1,0,1,6.797,1367,duo-fpp,0,0,0,42.63,3,0.2857
0,0,0,0,0,0.0,1279,squad-fpp,0,0,0,103.1,2,0.0357
1,2,1,10,1,146.1,1938,duo,0,0,0,4483.0,4,0.913
0,0,0,1,1,111.6,1886,duo-fpp,0,0,0,1555.0,3,0.4583
0,4,0,7,3,59.82,1389,duo-fpp,1,0,0,1421.0,3,1.0
0,1,1,1,1,31.17,1899,duo,0,0,0,502.8,2,0.2222
1,4,0,18,0,0.0,1842,duo-fpp,0,0,0,670.2,6,0.8043
0,1,2,5,2,52.9,1295,squad-fpp,0,0,0,1886.0,4,0.7308
0,0,0,0,0,0.0,1371,squad-fpp,0,0,0,40.28,1,0.1724
0,0,0,0,0,0.0,1366,duo-fpp,0,0,0,12.81,0,0.3191
0,0,0,2,1,34.74,1310,squad-fpp,0,0,0,1723.0,4,0.5385
0,0,0,0,0,0.0,1329,squad-fpp,0,0,0,1980.0,3,0.5926
0,0,0,0,0,0.0,1352,duo-fpp,0,0,0,0.28,0,0.1837
0,0,0,0,0,0.0,1358,squad-fpp,0,0,0,285.5,5,0.2174
1,1,0,2,0,0.0,1783,duo-fpp,0,0,0,1362.0,5,0.5532
0,1,0,1,0,0.0,1302,squad-fpp,0,0,0,1350.0,2,0.5652
0,0,0,0,0,0.0,1833,duo-fpp,0,0,0,829.0,4,0.4348
0,0,0,0,0,0.0,1300,squad-fpp,0,0,0,28.27,1,0.0741
0,0,0,0,1,65.74,1938,solo,0,0,0,864.0,3,0.3814
0,1,0,1,0,0.0,1394,squad-fpp,0,0,0,486.6,4,0.3077
0,2,0,1,0,0.0,1383,duo,0,0,0,2141.0,3,0.7083
0,1,0,5,1,19.19,1216,squad-fpp,0,0,0,426.2,4,0.2593
0,4,0,1,1,20.19,1347,duo-fpp,0,0,0,2567.0,4,0.8261
1,0,0,2,1,6.08,1326,duo-fpp,0,0,0,277.2,6,0.375
0,0,0,1,0,0.0,1360,duo-fpp,0,0,0,233.0,2,0.2667
1,0,2,1,2,70.73,1773,squad,0,0,0,1089.0,4,0.375
0,2,0,1,0,0.0,1393,squad-fpp,1,0,0,2258.0,2,0.64
0,1,0,0,0,0.0,1443,solo-fpp,0,0,0,190.9,3,0.4
0,10,1,7,6,46.03,1861,solo,0,0,0,2766.0,9,0.7292
0,1,0,2,1,10.13,1869,squad-fpp,0,0,0,2139.0,6,0.5
0,1,1,0,1,96.15,1363,squad-fpp,0,0,0,723.7,3,0.4615
0,4,0,2,2,297.6,1450,squad,0,0,0,3132.0,5,0.9231
0,0,0,0,0,0.0,1833,duo-fpp,0,0,0,235.8,2,0.2449
0,2,0,5,0,0.0,1772,squad-fpp,0,0,0,1210.0,2,0.8333
1,3,1,8,7,194.9,1860,squad,0,0,0,3429.0,4,0.8214
0,0,0,0,0,0.0,1434,duo,0,0,0,71.75,1,0.2083
1,1,0,1,2,31.91,1361,squad-fpp,1,0,0,2415.0,4,0.6154
0,0,1,0,1,44.32,1394,squad-fpp,0,0,0,729.6,6,0.4231
0,0,0,0,0,0.0,1980,squad,0,0,0,0.0,0,0.0
1,0,0,0,1,56.68,1442,solo,0,0,0,2126.0,3,0.9278
0,2,0,2,1,2.633,1363,squad-fpp,0,0,0,2658.0,5,0.8214
1,4,1,3,1,16.49,1252,squad-fpp,0,0,0,2340.0,4,0.76
0,0,0,0,0,0.0,1496,duo-fpp,0,0,0,88.34,1,0.0612
0,0,0,0,0,0.0,1298,squad-fpp,0,0,0,22.34,1,0.069
0,0,0,0,0,0.0,1400,duo-fpp,0,0,0,56.01,0,0.0435
0,1,0,0,0,0.0,1885,squad-fpp,0,0,0,329.1,7,0.3448
0,0,0,0,0,0.0,1314,squad-fpp,0,0,0,218.6,2,0.1538
0,0,0,0,0,0.0,1371,duo-fpp,0,0,0,691.1,3,0.5
0,2,0,1,1,47.37,1386,duo-fpp,0,0,0,755.9,7,0.6042
0,0,0,0,0,0.0,1805,squad-fpp,0,0,0,53.84,0,0.0
0,1,0,1,0,0.0,1468,squad-fpp,0,0,0,1353.0,4,0.6296
0,0,0,0,0,0.0,1309,squad-fpp,0,0,0,479.5,5,0.3333
1,1,0,4,4,52.67,1816,squad-fpp,0,0,0,257.8,4,0.2857
0,1,0,0,0,0.0,1918,solo-fpp,0,0,0,1719.0,9,0.6111
0,0,0,0,1,16.82,1386,squad-fpp,0,0,0,171.3,1,0.4074
0,0,0,0,0,0.0,1310,squad-fpp,0,0,0,44.39,0,0.0
0,3,1,5,1,230.5,1870,squad-fpp,0,0,0,2351.0,4,0.4074
0,0,0,1,0,0.0,1419,squad,0,0,0,728.1,5,0.4074
0,5,1,1,1,24.53,1368,squad-fpp,0,0,0,3610.0,4,0.7391
0,0,0,0,0,0.0,1908,squad,0,0,0,559.6,3,0.28
2,1,0,3,0,0.0,1401,squad-fpp,0,0,0,1272.0,5,0.6786
0,1,2,4,2,48.0,1759,squad-fpp,1,0,0,413.2,4,0.1429
0,4,0,9,0,0.0,1341,duo-fpp,1,0,0,997.1,4,0.7778
0,4,0,6,1,128.4,1772,duo,0,0,0,3817.0,8,0.8125
0,0,0,0,0,0.0,1510,duo-fpp,0,0,0,60.45,1,0.0417
1,3,1,1,3,49.33,1283,solo-fpp,0,0,0,3004.0,4,0.9787
0,2,0,4,0,0.0,1921,duo-fpp,0,0,0,2470.0,7,0.6444
0,3,0,3,0,0.0,1825,solo-fpp,0,0,0,696.6,3,0.5426
1,2,0,2,0,0.0,1849,squad-fpp,0,0,0,2555.0,7,0.8621
0,0,0,0,0,0.0,916,crashfpp,0,0,0,42.17,1,0.1042
1,1,0,3,0,0.0,1884,duo-fpp,0,0,0,80.62,1,0.1489
1,3,0,2,0,0.0,1348,squad,0,0,0,1735.0,5,0.875
0,1,0,6,0,0.0,1844,duo-fpp,0,0,0,2689.0,5,0.7111
0,0,0,0,0,0.0,1889,duo-fpp,0,0,0,94.15,2,0.2553
0,0,0,1,1,2.94,1736,duo-fpp,0,0,0,206.8,2,0.1702
2,0,0,0,0,0.0,1383,duo,0,0,0,597.8,4,0.4375
0,0,0,4,0,0.0,1898,solo-fpp,0,0,0,150.9,1,0.2872
0,0,0,0,0,0.0,1782,squad,0,0,0,393.1,2,0.7407
0,3,0,1,1,42.98,1317,squad-fpp,1,0,0,3505.0,5,0.8519
0,0,0,0,0,0.0,1823,duo,0,0,0,108.0,2,0.1702
2,0,0,0,1,2.831,1290,squad-fpp,0,0,0,2646.0,4,1.0
0,0,5,4,9,73.69,897,normal-duo-fpp,0,0,0,284.4,27,0.2667
0,0,0,0,0,0.0,1969,solo-fpp,0,0,0,63.71,2,0.2211
1,3,0,11,0,0.0,1913,duo-fpp,0,0,0,2980.0,7,0.8696
1,0,0,0,0,0.0,1448,duo-fpp,0,0,0,110.0,1,0.1667
1,2,0,0,6,81.23,1388,duo-fpp,0,0,0,1288.0,3,0.6889
0,0,0,0,0,0.0,1799,squad-fpp,0,0,0,202.4,3,0.0385
0,0,0,0,0,0.0,1377,squad-fpp,0,0,0,0.0,0,0.0
1,6,1,4,2,18.21,1875,squad-fpp,0,0,0,3600.0,5,0.96
0,1,0,0,0,0.0,1926,duo-fpp,1,0,0,256.6,2,0.25
0,0,0,0,0,0.0,1374,squad,0,0,0,180.8,2,0.0385
0,0,1,0,2,51.96,1696,squad-fpp,0,0,0,724.9,3,0.8
0,4,0,3,1,10.2,1802,solo-fpp,0,0,0,844.1,5,0.6375
0,1,0,0,0,0.0,1915,solo-fpp,0,0,0,3089.0,3,0.5714
1,0,0,0,0,0.0,1778,duo-fpp,0,0,0,916.5,9,0.439
0,1,1,1,1,12.09,1876,squad-fpp,0,0,0,1504.0,8,0.75
0,0,0,0,0,0.0,1913,duo-fpp,0,0,0,780.1,5,0.4255
0,0,1,0,1,20.55,1286,squad-fpp,0,0,0,81.62,1,0.0
2,1,0,1,1,8.056,1879,squad,1,0,0,2248.0,3,0.7037
0,4,0,3,0,0.0,1808,squad,0,0,0,3653.0,3,0.88
0,1,0,3,0,0.0,1794,squad-fpp,0,0,0,3355.0,7,0.5714
0,2,0,15,1,4.796,1843,duo-fpp,1,0,0,1637.0,4,0.5208
0,0,0,0,0,0.0,1804,squad-fpp,0,0,0,47.93,1,0.037
0,0,0,0,1,33.32,1344,squad-fpp,0,0,0,352.9,2,0.1724
1,3,0,7,0,0.0,1790,squad-fpp,0,0,0,3889.0,6,0.7778
1,2,1,0,1,38.92,1880,duo-fpp,0,0,0,377.9,2,0.383
0,1,0,4,0,0.0,1823,duo,0,0,0,1711.0,4,0.5745
0,0,1,2,2,6.039,2015,duo-fpp,0,0,0,722.5,5,0.8542
0,1,0,2,0,0.0,1919,duo-fpp,0,0,0,1803.0,5,0.6889
0,1,0,1,2,6.284,1211,squad-fpp,0,0,0,221.6,2,0.3333
0,0,0,0,1,12.57,1961,squad-fpp,0,0,0,715.2,3,0.3103
0,1,0,1,0,0.0,1429,squad,1,0,0,447.6,4,0.48
2,0,1,10,3,42.58,1891,squad-fpp,0,0,0,2027.0,2,0.5714
0,1,0,1,0,0.0,1408,squad,0,0,0,1439.0,4,0.5357
1,5,0,3,1,29.37,1390,squad,1,0,0,3562.0,3,1.0
0,2,0,0,2,39.69,1380,duo-fpp,0,0,0,992.2,5,0.6
0,0,1,0,2,33.99,1764,squad-fpp,0,0,0,218.2,2,0.0714
0,2,1,6,2,114.2,1322,squad-fpp,0,0,0,3385.0,5,0.9643
0,0,0,0,0,0.0,1891,squad,0,0,0,937.8,2,0.7037
2,8,2,10,7,303.9,1874,squad,0,0,1,4561.0,2,0.9259
0,2,0,0,0,0.0,1421,duo-fpp,0,0,0,167.7,2,0.1489
0,2,0,2,2,107.9,1769,duo-fpp,1,0,0,707.2,4,0.3333
0,0,0,0,0,0.0,1804,squad,0,0,0,261.8,4,0.12
0,0,0,0,0,0.0,1771,duo-fpp,0,0,0,91.98,1,0.0
0,2,0,4,0,0.0,1889,squad-fpp,1,0,0,2588.0,5,0.84
0,0,0,1,0,0.0,1412,squad-fpp,0,0,0,949.0,6,0.4667
0,0,0,0,1,0.3338,1916,duo-fpp,0,0,0,40.29,1,0.0
1,2,1,2,3,45.27,1292,squad-fpp,1,0,0,3390.0,5,0.8571
0,1,0,4,1,66.28,1792,solo,0,0,0,1797.0,4,0.8936
0,0,0,0,0,0.0,2015,duo-fpp,0,0,0,117.7,2,0.3542
1,3,0,1,1,37.94,1395,squad-fpp,1,0,0,1166.0,2,0.6296
2,6,1,2,3,75.74,1459,duo,0,0,0,2711.0,6,0.9362
0,0,0,0,0,0.0,1371,duo,0,0,0,1120.0,2,0.5833
0,10,2,2,3,29.16,1808,squad,0,0,1,3314.0,7,0.8214
0,0,0,0,0,0.0,1797,squad-fpp,0,0,0,851.1,4,0.48
0,0,0,0,1,1.492,1452,duo-fpp,0,0,0,45.44,2,0.1875
0,0,0,0,0,0.0,1401,squad-fpp,0,0,0,2133.0,6,0.7586
0,0,0,0,1,13.52,1364,squad-fpp,1,0,0,178.2,2,0.3077
0,1,0,6,0,0.0,1952,squad,1,0,1,3035.0,4,1.0
0,0,0,7,0,0.0,1821,squad,0,0,0,1359.0,6,0.3704
0,2,0,1,1,50.25,1340,squad-fpp,0,0,0,1929.0,4,0.6429
0,0,0,0,0,0.0,1290,duo-fpp,0,0,0,10.2,0,0.375
0,0,0,0,0,0.0,1836,duo-fpp,0,0,0,446.4,7,0.4348
0,0,0,0,1,6.972,1387,solo-fpp,0,0,0,69.29,1,0.0568
0,1,0,0,0,0.0,1828,squad-fpp,0,0,0,739.0,5,0.5417
0,0,0,1,0,0.0,1330,squad-fpp,0,0,0,48.18,1,0.0385
0,0,0,0,1,1.364,1393,solo,0,0,0,32.16,1,0.1064
1,0,0,0,0,0.0,1282,duo-fpp,0,0,0,2258.0,5,0.8958
0,0,0,1,1,8.374,1889,solo-fpp,0,0,0,212.7,3,0.2708
0,0,0,0,0,0.0,1912,duo,0,0,0,458.4,11,0.2955
0,2,0,1,0,0.0,1330,squad,0,0,0,905.5,5,0.5185
0,0,0,0,0,0.0,2074,duo,0,0,0,20.55,1,0.0
0,2,0,3,0,0.0,1822,duo,0,0,0,3284.0,4,0.8696
0,1,0,3,0,0.0,1894,duo-fpp,0,0,0,176.7,4,0.1556
0,1,0,1,1,48.27,1388,squad-fpp,0,0,0,2355.0,8,0.8333
0,1,0,0,0,0.0,1780,squad-fpp,0,0,0,9.312,0,0.0385
1,5,0,1,5,69.75,1876,duo-fpp,1,0,0,1307.0,9,0.7826
2,0,0,8,3,88.26,1384,squad-fpp,0,0,0,1185.0,14,0.6429
0,2,0,2,2,25.89,1378,squad-fpp,0,0,0,3315.0,6,1.0
1,2,1,1,1,24.96,1811,squad-fpp,0,0,0,4392.0,6,0.9615
0,0,0,0,0,0.0,1890,duo-fpp,0,0,0,66.63,3,0.1429
0,1,0,0,1,15.33,1873,squad-fpp,0,0,0,1455.0,9,0.3704
0,0,1,0,1,15.46,1293,squad-fpp,0,0,0,159.2,2,0.16
1,0,0,0,1,8.833,1896,solo,0,0,0,2005.0,2,0.9592
0,0,0,0,0,0.0,1356,squad,0,0,0,0.0,0,0.0
0,0,0,0,0,0.0,1490,solo-fpp,0,0,0,0.0,0,0.0
1,1,0,6,2,3.928,1502,duo-fpp,0,0,0,1532.0,3,0.5957
0,0,0,0,0,0.0,1406,solo-fpp,0,0,0,23.9,1,0.2292
0,0,0,0,0,0.0,1437,solo,0,0,0,31.09,1,0.0938
0,0,0,0,0,0.0,1407,duo,0,0,0,36.29,1,0.0208
0,8,0,20,0,0.0,1886,squad-fpp,0,0,0,2930.0,5,0.931
0,0,0,0,1,6.132,1412,duo-fpp,0,0,0,75.61,2,0.3265
0,0,0,0,2,12.56,1759,duo-fpp,0,0,0,111.1,1,0.2667
0,0,0,0,0,0.0,1795,squad-fpp,0,0,0,2472.0,4,0.72
0,0,0,0,0,0.0,1404,squad-fpp,0,0,0,678.4,2,0.3571
0,0,0,1,0,0.0,1989,squad-fpp,0,0,0,871.4,2,0.3077
0,0,0,3,2,9.357,1352,squad-fpp,0,0,0,86.36,1,0.1786
0,0,0,0,0,0.0,1931,solo-fpp,0,0,0,877.5,5,0.5258
0,1,0,3,1,20.82,1780,squad-fpp,0,0,0,1145.0,8,0.5185
0,1,0,3,0,0.0,1797,squad-fpp,0,0,0,2281.0,4,0.5357
0,0,0,0,0,0.0,1381,squad-fpp,0,0,0,109.2,3,0.0
1,0,0,0,1,5.186,1390,squad-fpp,0,0,0,137.5,2,0.08
0,0,0,0,2,36.78,2188,squad-fpp,0,0,0,811.3,6,0.4074
0,0,0,0,0,0.0,1876,squad-fpp,0,0,0,545.0,2,0.3333
0,0,1,0,2,18.89,1336,duo,0,0,0,73.02,1,0.0227
1,0,0,0,0,0.0,1374,duo-fpp,0,0,0,138.0,2,0.1633
1,1,0,4,0,0.0,1400,solo-fpp,0,0,0,1876.0,2,0.7835
0,0,0,0,1,32.39,1366,squad,1,0,0,1285.0,4,0.5
0,6,0,8,1,1.111,1901,duo,0,0,0,997.4,7,0.9362
0,1,1,0,1,5.498,1435,duo-fpp,0,0,0,107.6,1,0.25
0,0,0,1,2,6.337,1317,squad-fpp,0,0,0,1797.0,4,0.7241
0,0,0,0,0,0.0,1413,duo-fpp,0,0,0,307.6,4,0.25
1,1,0,3,1,11.89,1391,squad,0,0,0,1478.0,4,0.9615
1,5,0,3,5,82.15,1792,squad-fpp,1,0,1,3834.0,7,0.84
0,0,0,0,0,0.0,1909,duo-fpp,0,0,0,151.5,2,0.3043
0,0,0,0,0,0.0,1853,duo-fpp,0,0,0,598.8,3,0.2093
0,2,1,13,2,96.89,1708,squad-fpp,0,0,0,2870.0,4,0.8214
2,0,0,0,0,0.0,1804,squad-fpp,0,0,0,163.2,1,0.2222
0,6,0,1,3,60.8,1349,solo-fpp,0,0,0,2328.0,5,0.8817
0,0,1,0,1,24.99,1256,squad,0,0,0,768.8,2,0.3077
1,1,0,2,0,0.0,1756,squad-fpp,0,0,0,3273.0,4,0.9259
0,0,0,0,0,0.0,1398,solo-fpp,0,0,0,0.0,0,0.0
2,3,0,3,1,11.18,1817,squad,0,0,0,3545.0,4,1.0
0,3,1,5,2,2.925,1885,solo-fpp,0,0,0,3234.0,6,0.8571
0,0,0,0,0,0.0,1844,duo-fpp,1,0,0,869.4,4,0.6522
